Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
1990,26,,708,FrRnd,20,Orioles,Y,Dave Paveloff (minors),RHP,,,,,,,,,,,,,4Yr,Chapman University (Orange CA)
1990,26,,710,FrRnd,22,Blue Jays,Y,Dave Marcon (minors),LHP,,,,,,,,,,,,,4Yr,Oral Roberts University (Tulsa OK)
1990,26,,712,FrRnd,24,Angels,Y,Britt Craven (minors),RHP,,,,,,,,,,,,,4Yr,Pepperdine University (Malibu CA)
1990,26,,713,FrRnd,25,Royals,Y,Alan Budnick (minors),RHP,,,,,,,,,,,,,4Yr,University of Detroit Mercy (Detroit MI)
1990,26,,714,FrRnd,26,Athletics,N,Shawn Purdy (minors),RHP,,,,,,,,,,,,,4Yr,University of Miami (Coral Gables FL)
1990,27,,715,FrRnd,1,Braves,Y,Larry Owens (minors),LHP,,,,,,,,,,,,,4Yr,Armstrong State University (Savannah GA)
1990,27,,721,FrRnd,7,Reds,N,Scott Connor (minors),RHP,,,,,,,,,,,,,HS,Gateway HS (Aurora CO)
1990,27,,722,FrRnd,8,Indians,N,Oscar Resendez (minors),RHP,,,,,,,,,,,,,,
1990,27,,723,FrRnd,9,Dodgers,Y,Jody Treadwell (minors),RHP,,,,,,,,,,,,,4Yr,Jacksonville University (Jacksonville FL)
1990,27,,724,FrRnd,10,Yankees,N,Jim Musselwhite (minors),RHP,,,,,,,,,,,,,HS,Apopka HS (Apopka FL)
1990,27,,725,FrRnd,11,Expos,Y,Darrin Kotch (minors),LHP,,,,,,,,,,,,,4Yr,Rutgers the State University of New Jersey (New Brunswick NJ)
1990,27,,726,FrRnd,12,Twins,Y,Dicky Dixon (minors),LHP,,,,,,,,,,,,,4Yr,University of Mississippi (Oxford MS)
1990,27,,730,FrRnd,16,Rangers,Y,Troy Rhoades (minors),RHP,,,,,,,,,,,,,HS,Greenwood HS (Greenwood AR)
1990,27,,732,FrRnd,18,Red Sox,Y,Chris Davis (minors),RHP,,,,,,,,,,,,,JC,College of the Sequoias (Visalia CA)
1990,27,,736,FrRnd,22,Blue Jays,Y,Tom Hotchkiss (minors),RHP,,,,,,,,,,,,,4Yr,Santa Clara University (Santa Clara CA)
1990,27,,739,FrRnd,25,Royals,Y,Rafael Gutierrez (minors),RHP,,,,,,,,,,,,,JC,East Los Angeles College (Monterey Park CA)
1990,28,,743,FrRnd,3,Phillies,N,Mark Graham (minors),LHP,,,,,,,,,,,,,JC,Santa Monica College (Santa Monica CA)
1990,28,,745,FrRnd,5,Pirates,Y,David Tellers (minors),RHP,,,,,,,,,,,,,4Yr,San Jose State University (San Jose CA)
1990,28,,748,FrRnd,8,Indians,N,Bart Peterson (minors),RHP,,,,,,,,,,,,,4Yr,Brigham Young University (Provo UT)
1990,28,,751,FrRnd,11,Expos,Y,Billy Brewer (minors),LHP,2,203,1,0,0,0,203,11,11,4.79,1.48,5,4Yr,Dallas Baptist University (Dallas TX)
1990,28,,755,FrRnd,15,Astros,Y,Douglas Ketchen (minors),RHP,,,,,,,,,,,,,4Yr,California State University Fullerton (Fullerton CA)
1990,28,,760,FrRnd,20,Orioles,N,Dom DeSantis (minors),RHP,,,,,,,,,,,,,4Yr,University of New Orleans (New Orleans LA)
1990,28,,761,FrRnd,21,Giants,Y,Rod Huffman (minors),RHP,,,,,,,,,,,,,JC,McLennan Community College (Waco TX)
1990,28,,762,FrRnd,22,Blue Jays,Y,Rob Adkins (minors),RHP,,,,,,,,,,,,,HS,Manatee HS (Bradenton FL)
1990,28,,763,FrRnd,23,Cubs,N,Angel Abreu (minors),RHP,,,,,,,,,,,,,HS,Josefina Barcelo HS (Guaynabo PR)
1990,29,,767,FrRnd,1,Braves,Y,Scott Ryder (minors),RHP,,,,,,,,,,,,,4Yr,Georgia Southern University (Statesboro GA)
1990,29,,769,FrRnd,3,Phillies,Y,Gary Lance (minors),RHP,,,,,,,,,,,,,JC,American River College (Sacramento CA)
1990,29,,770,FrRnd,4,White Sox,N,Bo Magee (minors),LHP,,,,,,,,,,,,,4Yr,Jackson State University (Jackson MS)
1990,29,,772,FrRnd,6,Mariners,Y,Dave McDonald (minors),LHP,,,,,,,,,,,,,4Yr,Brandeis University (Waltham MA)
1990,29,,773,FrRnd,7,Reds,N,Mark Mann (minors),RHP,,,,,,,,,,,,,HS,McNicholas HS (Cincinnati OH)
1990,29,,775,FrRnd,9,Dodgers,Y,Dave Baumann (minors),RHP,,,,,,,,,,,,,4Yr,Western New England College (Springfield MA)
1990,29,,782,FrRnd,16,Rangers,Y,Steve Rambarter (minors),LHP,,,,,,,,,,,,,4Yr,Rice University (Houston TX)
1990,29,,783,FrRnd,17,Mets,N,Will Brunson (minors),LHP,0,27,0,0,,,27,1,1,5.71,1.85,0,JC,Eastfield College (Mesquite TX)
1990,29,,786,FrRnd,20,Orioles,N,Jason Hutchins (minors),RHP,,,,,,,,,,,,,JC,Golden West College (Huntington Beach CA)
1990,29,,787,FrRnd,21,Giants,N,Lou Pote (minors),LHP,3.2,129,0,0,,,129,4,4,3.56,1.31,6,JC,Kishwaukee College (Malta IL)
1990,29,,788,FrRnd,22,Blue Jays,Y,Dale Kistaitis (minors),LHP,,,,,,,,,,,,,4Yr,University of Nebraska at Lincoln (Lincoln NE)
1990,29,,789,FrRnd,23,Cubs,N,Jay Meyer (minors),LHP,,,,,,,,,,,,,JC,Johnson County Community College (Overland Park KS)
1990,29,,790,FrRnd,24,Angels,N,Mark Ledinsky (minors),LHP,,,,,,,,,,,,,JC,College of Lake County (Grayslake IL)
1990,29,,791,FrRnd,25,Royals,Y,Charles Frederick (minors),RHP,,,,,,,,,,,,,JC,Parkland College (Champaign IL)
1990,29,,792,FrRnd,26,Athletics,Y,Craig Connolly (minors),RHP,,,,,,,,,,,,,4Yr,University of Pennsylvania (Philadelphia PA)
1990,30,,793,FrRnd,1,Braves,N,David Hollingsworth (minors),RHP,,,,,,,,,,,,,JC,Middle Georgia College (Cochran GA)
1990,30,,794,FrRnd,2,Tigers,Y,John Rosengren (minors),LHP,,,,,,,,,,,,,HS,Rye HS (Rye NY)
1990,30,,796,FrRnd,4,White Sox,Y,Roosevelt Smith (minors),RHP,,,,,,,,,,,,,4Yr,Southern University and A&amp;M College (Baton Rouge LA)
1990,30,,801,FrRnd,9,Dodgers,Y,Ben O'Connor (minors),LHP,,,,,,,,,,,,,4Yr,University of Maryland (College Park MD)
1990,30,,802,FrRnd,10,Yankees,N,Brad Stuart (minors),RHP,,,,,,,,,,,,,4Yr,University of New Orleans (New Orleans LA)
1990,30,,803,FrRnd,11,Expos,Y,Brian Shehan (minors),RHP,,,,,,,,,,,,,4Yr,University of North Carolina at Asheville (Asheville NC)
1990,30,,804,FrRnd,12,Twins,N,Charles MacKendrick (minors),RHP,,,,,,,,,,,,,HS,Grand Junction HS (Grand Junction CO)
1990,30,,808,FrRnd,16,Rangers,N,Noe Najera (minors),LHP,,,,,,,,,,,,,JC,Cypress College (Cypress CA)
1990,30,,810,FrRnd,18,Red Sox,N,Jerry Burns (minors),RHP,,,,,,,,,,,,,JC,Napa Valley College (Napa CA)
1990,30,,811,FrRnd,19,Padres,Y,Ryan Ivie (minors),LHP,,,,,,,,,,,,,HS,Tumwater HS (Tumwater WA)
1990,30,,817,FrRnd,25,Royals,N,Brian Bevil (minors),RHP,-0.6,60,0,0,,,60,5,3,6.28,1.6,1,JC,Angelina College (Lufkin TX)
1990,30,,818,FrRnd,26,Athletics,Y,Mike Newson (minors),RHP,,,,,,,,,,,,,HS,Crenshaw HS (Los Angeles CA)
1990,31,,822,FrRnd,4,White Sox,Y,Todd Hotz (minors),LHP,,,,,,,,,,,,,4Yr,University of Texas at Austin (Austin TX)
1990,31,,823,FrRnd,5,Pirates,N,Mark Larosa (minors),LHP,,,,,,,,,,,,,4Yr,Louisiana State University (Baton Rouge LA)
1990,31,,825,FrRnd,7,Reds,N,Jorge Ortiz (minors),RHP,,,,,,,,,,,,,,
1990,31,,828,FrRnd,10,Yankees,N,Kent Donnelly (minors),RHP,,,,,,,,,,,,,HS,Foothill HS (Santa Ana CA)
1990,31,,831,FrRnd,13,Cardinals,Y,Brian Sullivan (minors),LHP,,,,,,,,,,,,,4Yr,Cumberland University (Lebanon TN)
1990,31,,832,FrRnd,14,Brewers,Y,Mike Lynch (minors),RHP,,,,,,,,,,,,,4Yr,Rollins College (Winter Park FL)
1990,31,,833,FrRnd,15,Astros,Y,Michael Irwin (minors),RHP,,,,,,,,,,,,,4Yr,University of Portland (Portland OR)
1990,31,,834,FrRnd,16,Rangers,Y,Scott Erickson (minors),LHP,,,,,,,,,,,,,4Yr,University of Nebraska at Kearney (Kearney NE)
1990,31,,835,FrRnd,17,Mets,N,Joe Sewell (minors),RHP,,,,,,,,,,,,,4Yr,University of California Irvine (Irvine CA)
1990,31,,836,FrRnd,18,Red Sox,N,Jeff Johnson (minors),RHP,,,,,,,,,,,,,JC,Fresno City College (Fresno CA)
1990,31,,837,FrRnd,19,Padres,Y,Michael Bradley (minors),RHP,,,,,,,,,,,,,4Yr,University of Texas at Austin (Austin TX)
1990,31,,838,FrRnd,20,Orioles,Y,Todd Unrein (minors),LHP,,,,,,,,,,,,,4Yr,University of Louisiana at Lafayette (Lafayette LA)
1990,31,,840,FrRnd,22,Blue Jays,Y,Gregory Wilcox (minors),RHP,,,,,,,,,,,,,4Yr,Davidson College (Davidson NC)
1990,31,,841,FrRnd,23,Cubs,Y,Chuck Kirk (minors),RHP,,,,,,,,,,,,,4Yr,Jacksonville University (Jacksonville FL)
1990,31,,842,FrRnd,24,Angels,Y,Louis Pakele (minors),RHP,,,,,,,,,,,,,4Yr,University of Hawaii at Hilo (Hilo HI)
1990,31,,844,FrRnd,26,Athletics,Y,Scott Rose (minors),RHP,,,,,,,,,,,,,JC,Hillsborough Community College (Tampa FL)
1990,32,,846,FrRnd,2,Tigers,Y,Brian Schubert (minors),RHP,,,,,,,,,,,,,4Yr,Kent State University (Kent OH)
1990,32,,847,FrRnd,3,Phillies,Y,Sam Edwards (minors),RHP,,,,,,,,,,,,,HS,Gateway HS (Kissimmee FL)
1990,32,,851,FrRnd,7,Reds,N,Edwin Corps (minors),RHP,,,,,,,,,,,,,,
1990,32,,855,FrRnd,11,Expos,N,K.J. Jacobson (minors),RHP,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue WA)
1990,32,,861,FrRnd,17,Mets,N,Mike Holtz (minors),LHP,1.1,353,3,0,0,0,353,16,20,4.76,1.57,3,HS,Central Cambria HS (Ebensburg PA)
1990,32,,864,FrRnd,20,Orioles,Y,Greg Hays (minors),RHP,,,,,,,,,,,,,4Yr,California State University Long Beach (Long Beach CA)
1990,32,,866,FrRnd,22,Blue Jays,Y,Kyle Duey (minors),RHP,,,,,,,,,,,,,4Yr,University of Portland (Portland OR)
1990,32,,867,FrRnd,23,Cubs,N,Benjamin Bryant (minors),RHP,,,,,,,,,,,,,JC,San Jacinto College (Pasadena TX)
1990,32,,869,FrRnd,25,Royals,N,Marcello Hansen (minors),LHP,,,,,,,,,,,,,JC,Olympic College (Bremerton WA)
1990,32,,870,FrRnd,26,Athletics,Y,Craig Sudbury (minors),RHP,,,,,,,,,,,,,4Yr,University of Utah (Salt Lake City UT)
1990,33,,872,FrRnd,2,Tigers,Y,Bob Undorf (minors),RHP,,,,,,,,,,,,,4Yr,University of South Florida (Tampa FL)
1990,33,,873,FrRnd,3,Phillies,Y,Thomas Jones (minors),RHP,,,,,,,,,,,,,4Yr,Sam Houston State University (Huntsville TX)
1990,33,,874,FrRnd,4,White Sox,N,Jason Hisey (minors),RHP,,,,,,,,,,,,,4Yr,University of Arizona (Tucson AZ)
1990,33,,875,FrRnd,5,Pirates,Y,Dave Pike (minors),RHP,,,,,,,,,,,,,HS,Riverview HS (Sarasota FL)
1990,33,,876,FrRnd,6,Mariners,Y,Dion Gargagriano (minors),LHP,,,,,,,,,,,,,JC,County College of Morris (Randolph NJ)
1990,33,,877,FrRnd,7,Reds,Y,Charles McClain (minors),RHP,,,,,,,,,,,,,4Yr,University of Tennessee (Knoxville TN)
1990,33,,878,FrRnd,8,Indians,Y,Ken Day (minors),RHP,,,,,,,,,,,,,4Yr,Washington State University (Pullman WA)
1990,33,,879,FrRnd,9,Dodgers,Y,Albert Maldonado (minors),LHP,,,,,,,,,,,,,HS,Barringer HS (Newark NJ)
1990,33,,880,FrRnd,10,Yankees,N,John Sutherland (minors),RHP,,,,,,,,,,,,,4Yr,University of California Los Angeles (Los Angeles CA)
1990,33,,881,FrRnd,11,Expos,N,Rick Navarro (minors),RHP,,,,,,,,,,,,,HS,Pomona HS (Pomona CA)
1990,33,,882,FrRnd,12,Twins,N,Geoff Edsell (minors),RHP,,,,,,,,,,,,,HS,Montoursville HS (Montoursville PA)
1990,33,,883,FrRnd,13,Cardinals,Y,Brian Avram (minors),RHP,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls ID)
1990,33,,886,FrRnd,16,Rangers,Y,Mark Finney (minors),RHP,,,,,,,,,,,,,JC,Glendale Community College (Glendale CA)
1990,33,,890,FrRnd,20,Orioles,Y,Jim Dedrick (minors),RHP,0.3,6,0,0,,,6,0,0,2.35,1.83,0,4Yr,Vanguard University of Southern California (Costa Mesa CA)
1990,33,,892,FrRnd,22,Blue Jays,Y,Bobby Aylmer (minors),LHP,,,,,,,,,,,,,4Yr,Fordham University (New York NY)
1990,33,,894,FrRnd,24,Angels,Y,Jeff Ball (minors),RHP,,,,,,,,,,,,,4Yr,University of Hawaii at Manoa (Honolulu HI)
1990,33,,895,FrRnd,25,Royals,Y,Scott Davis (minors),RHP,,,,,,,,,,,,,4Yr,Adelphi University (Garden City NY)
1990,33,,896,FrRnd,26,Athletics,Y,Jeff Clifford (minors),RHP,,,,,,,,,,,,,4Yr,Assumption College (Worcester MA)
1990,34,,898,FrRnd,2,Tigers,N,Tom Paskievitch (minors),RHP,,,,,,,,,,,,,4Yr,Central Michigan University (Mount Pleasant MI)
1990,34,,899,FrRnd,3,Phillies,N,Danny Miller (minors),RHP,,,,,,,,,,,,,HS,Poway HS (Poway CA)
1990,34,,900,FrRnd,4,White Sox,N,Billy Warner (minors),RHP,,,,,,,,,,,,,HS,Central Private HS (Greenwell Springs LA)
1990,34,,906,FrRnd,10,Yankees,Y,Pat Morphy (minors),RHP,,,,,,,,,,,,,4Yr,University of Louisiana at Monroe (Monroe LA)
1990,34,,908,FrRnd,12,Twins,Y,Kurt Pfeffer (minors),RHP,,,,,,,,,,,,,JC,College of Marin (Kentfield CA)
1990,34,,909,FrRnd,13,Cardinals,Y,John Kelly (minors),RHP,,,,,,,,,,,,,4Yr,Kennesaw State University (Kennesaw GA)
1990,34,,910,FrRnd,14,Brewers,N,Alonso Beltran (minors),RHP,,,,,,,,,,,,,HS,Socorro HS (El Paso TX)
1990,34,,911,FrRnd,15,Astros,N,Joe Gonzalez (minors),RHP,,,,,,,,,,,,,HS,Miami Senior HS (Miami FL)
1990,34,,913,FrRnd,17,Mets,N,Aaron Richards (minors),P,,,,,,,,,,,,,HS,Westlake Austin HS (Austin TX)
1990,34,,915,FrRnd,19,Padres,Y,Paul Martin (minors),RHP,,,,,,,,,,,,,JC,Florida College (Jacksonville FL)
1990,34,,916,FrRnd,20,Orioles,N,Matt Jarvis (minors),LHP,,,,,,,,,,,,,HS,La Cueva HS (Albuquerque NM)
1990,34,,921,FrRnd,25,Royals,Y,Sean Franceschi (minors),LHP,,,,,,,,,,,,,4Yr,University of New Orleans (New Orleans LA)
1990,34,,922,FrRnd,26,Athletics,Y,Tony Gechter (minors),RHP,,,,,,,,,,,,,JC,Trinidad State Junior College (Trinidad CO)
1990,35,,923,FrRnd,1,Braves,N,Scott Watkins (minors),LHP,-0.1,27,0,0,,,27,0,0,5.4,1.52,0,JC,Seminole Community College (Sanford FL)
1990,35,,925,FrRnd,3,Phillies,N,John Salamon (minors),RHP,,,,,,,,,,,,,HS,Sto-Rox HS (McKees Rocks PA)
1990,35,,926,FrRnd,4,White Sox,N,Cedrick Thomas (minors),LHP,,,,,,,,,,,,,JC,Gulf Coast Community College (Panama City FL)
1990,35,,932,FrRnd,10,Yankees,N,Kevin Ohme (minors),LHP,0.3,2,1,0,1,2,2,0,0,0,0.92,0,JC,Indian River Community College (Fort Pierce FL)
1990,35,,933,FrRnd,11,Expos,Y,Ryan Whitman (minors),RHP,,,,,,,,,,,,,HS,Jupiter HS (Jupiter FL)
1990,35,,934,FrRnd,12,Twins,N,Jay Belcher (minors),RHP,,,,,,,,,,,,,HS,Spring Hill HS (Olathe KS)
1990,35,,935,FrRnd,13,Cardinals,Y,Frank Speek (minors),RHP,,,,,,,,,,,,,4Yr,Liberty University (Lynchburg VA)
1990,35,,937,FrRnd,15,Astros,N,Dax Winslett (minors),RHP,,,,,,,,,,,,,HS,Plano HS (Plano TX)
1990,35,,939,FrRnd,17,Mets,Y,Jim Manfred (minors),RHP,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville IA)
1990,35,,941,FrRnd,19,Padres,N,Thomas Quinn (minors),RHP,,,,,,,,,,,,,4Yr,Mississippi State University (Mississippi State MS)
1990,35,,942,FrRnd,20,Orioles,N,Bill Simas (minors),RHP,5.3,308,0,0,,,308,18,19,3.83,1.42,23,HS,St. Joseph HS (Santa Maria CA)
1990,35,,943,FrRnd,21,Giants,N,Matt Castles (minors),LHP,,,,,,,,,,,,,HS,Davis HS (Davis CA)
1990,35,,944,FrRnd,22,Blue Jays,Y,Russell Filter (minors),RHP,,,,,,,,,,,,,4Yr,San Diego State University (San Diego CA)
1990,35,,946,FrRnd,24,Angels,Y,Theron Heusman (minors),LHP,,,,,,,,,,,,,JC,Redlands Community College (El Reno OK)
1990,35,,947,FrRnd,25,Royals,Y,Brad Holman (minors),RHP,0.4,19,0,0,,,19,1,3,3.72,1.18,3,4Yr,Auburn University at Montgomery (Montgomery AL)
1990,35,,948,FrRnd,26,Athletics,N,T.J. Mathews (minors),RHP,5,362,11,0,0,0.083,362,32,26,3.82,1.31,16,JC,St. Louis Community College Meramec Campus (Kirkwood MO)
1990,36,,949,FrRnd,1,Braves,Y,Brian Dare (minors),LHP,,,,,,,,,,,,,4Yr,University of Texas at Austin (Austin TX)
1990,36,,951,FrRnd,3,Phillies,Y,Bill Higgins (minors),RHP,,,,,,,,,,,,,HS,Clinch Valley County HS (Castlewood VA)
1990,36,,952,FrRnd,4,White Sox,Y,Jason Bere (minors),RHP,3.3,211,161,0,0.186,0.442,211,71,65,5.14,1.55,0,JC,Middlesex Community College (Bedford MA)
1990,36,,953,FrRnd,5,Pirates,N,Mike Russell (minors),RHP,,,,,,,,,,,,,HS,Fort Vancouver HS (Vancouver WA)
1990,36,,954,FrRnd,6,Mariners,Y,Salvy Urbo (minors),LHP,,,,,,,,,,,,,HS,H. B. Plant HS (Tampa FL)
1990,36,,957,FrRnd,9,Dodgers,Y,Mike Brady (minors),LHP,,,,,,,,,,,,,4Yr,Florida State University (Tallahassee FL)
1990,36,,960,FrRnd,12,Twins,N,Alejandro Pereira (minors),LHP,,,,,,,,,,,,,HS,Southwest Miami HS (Miami FL)
1990,36,,963,FrRnd,15,Astros,Y,Scott Black (minors),RHP,,,,,,,,,,,,,4Yr,University of Missouri Columbia (Columbia MO)
1990,36,,967,FrRnd,19,Padres,Y,Joe Waldron (minors),LHP,,,,,,,,,,,,,4Yr,Southwestern Oklahoma State University (Weatherford OK)
1990,36,,970,FrRnd,22,Blue Jays,Y,John Gilligan (minors),RHP,,,,,,,,,,,,,4Yr,University of Southern Mississippi (Hattiesburg MS)
1990,36,,974,FrRnd,26,Athletics,Y,Tony Scharff (minors),RHP,,,,,,,,,,,,,4Yr,Oklahoma City University (Oklahoma City OK)
1990,37,,977,FrRnd,3,Phillies,Y,Mike Montgomery (minors),RHP,,,,,,,,,,,,,4Yr,East Tennessee State University (Johnson City TN)
1990,37,,978,FrRnd,4,White Sox,N,Ron Scott (minors),LHP,,,,,,,,,,,,,HS,Sarasota HS (Sarasota FL)
1990,37,,979,FrRnd,5,Pirates,N,John Carter (minors),RHP,,,,,,,,,,,,,HS,Simeon HS (Chicago IL)
1990,37,,986,FrRnd,12,Twins,N,Brian Klepper (minors),LHP,,,,,,,,,,,,,HS,Iola HS (Iola KS)
1990,37,,987,FrRnd,13,Cardinals,Y,Tom Fusco (minors),LHP,,,,,,,,,,,,,4Yr,Long Island University Brooklyn Campus (Brooklyn NY)
1990,37,,994,FrRnd,20,Orioles,Y,Ihosvany Marquez (minors),RHP,,,,,,,,,,,,,HS,Miami Springs HS (Miami Springs FL)
1990,37,,995,FrRnd,21,Blue Jays,Y,Ricardo Jordan (minors),LHP,0.1,69,2,0,0,0,69,5,4,5.25,1.68,1,JC,Miami-Dade College (Miami FL)
1990,37,,996,FrRnd,22,Cubs,N,Edwin Zayas (minors),RHP,,,,,,,,,,,,,HS,Luquillo HS (Luquillo PR)
1990,37,,997,FrRnd,23,Angels,Y,Ron Watson (minors),RHP,,,,,,,,,,,,,4Yr,Eckerd College (St. Petersburg FL)
1990,37,,999,FrRnd,25,Athletics,Y,Todd Revenig (minors),RHP,0.1,2,0,0,,,2,0,0,0,1,0,4Yr,Minnesota State University Mankato (Mankato MN)
1990,38,,1001,FrRnd,2,Tigers,Y,Bob Fazekas (minors),RHP,,,,,,,,,,,,,4Yr,Rutgers the State University of New Jersey (New Brunswick NJ)
1990,38,,1004,FrRnd,5,Pirates,Y,Tim French (minors),RHP,,,,,,,,,,,,,4Yr,Northern Kentucky University (Highland Heights KY)
1990,38,,1006,FrRnd,7,Reds,N,Jim Rushworth (minors),RHP,,,,,,,,,,,,,JC,Panola College (Carthage TX)
1990,38,,1007,FrRnd,8,Indians,Y,Joseph Fleet (minors),RHP,,,,,,,,,,,,,4Yr,Southeastern Louisiana University (Hammond LA)
1990,38,,1008,FrRnd,9,Dodgers,N,Brady Raggio (minors),RHP,-1.5,29,4,0,0,0,29,2,3,8.1,2.14,1,HS,San Ramon Valley HS (Danville CA)
1990,38,,1009,FrRnd,10,Yankees,Y,John Thibert (minors),RHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa AZ)
1990,38,,1010,FrRnd,11,Expos,Y,John Polasek (minors),P,,,,,,,,,,,,,4Yr,Rice University (Houston TX)
1990,38,,1012,FrRnd,13,Cardinals,Y,Darryl Meek (minors),RHP,,,,,,,,,,,,,HS,Parkway South HS (Manchester MO)
1990,38,,1013,FrRnd,14,Brewers,N,Steve Boyd (minors),RHP,,,,,,,,,,,,,JC,Central Arizona College (Coolidge AZ)
1990,38,,1015,FrRnd,16,Rangers,Y,Christopher Gies (minors),RHP,,,,,,,,,,,,,JC,Seminole Community College (Sanford FL)
1990,38,,1016,FrRnd,17,Mets,N,Andrew Lorraine (minors),LHP,-1,60,24,0,0.125,0.359,59,6,11,6.53,1.72,0,HS,William S. Hart HS (Santa Clarita CA)
1990,38,,1019,FrRnd,20,Blue Jays,Y,Frank Kower (minors),RHP,,,,,,,,,,,,,4Yr,University of North Carolina at Charlotte (Charlotte NC)
1990,38,,1022,FrRnd,23,Royals,Y,Dave Hierholzer (minors),RHP,,,,,,,,,,,,,4Yr,Kansas State University (Manhattan KS)
1990,39,,1025,FrRnd,2,Tigers,Y,Robert Riker (minors),RHP,,,,,,,,,,,,,4Yr,Central Michigan University (Mount Pleasant MI)
1990,39,,1027,FrRnd,4,White Sox,N,Mike Potter (minors),RHP,,,,,,,,,,,,,JC,Central Arizona College (Coolidge AZ)
1990,39,,1029,FrRnd,6,Mariners,N,Kenny Williams (minors),RHP,,,,,,,,,,,,,HS,Elk Grove HS (Elk Grove CA)
1990,39,,1031,FrRnd,8,Indians,Y,Tim Langdon (minors),LHP,,,,,,,,,,,,,4Yr,East Carolina University (Greenville NC)
1990,39,,1033,FrRnd,10,Yankees,N,Mike Heathcott (minors),RHP,0.1,1,0,0,,,1,0,0,3,1,0,4Yr,Creighton University (Omaha NE)
