player_id,Year,Age,AgeDif,Tm,Lg,Lev,Aff,W,L,W-L%,ERA,RAvg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W0,osborn002don,1990,21,,2 Teams,2 Lgs,A-A-,STL,2,4,.333,2.93,4.11,10,10,0,1,0,0,61.1,61,28,20,2,12,1,42,3,5,3,,1.190,9.0,0.3,1.8,6.2,3.50
1,osborn002don,1990,21,-0.2,Hamilton,NYPL,A-,STL,0,2,.000,3.60,3.60,4,4,0,0,0,0,20.0,21,8,8,0,5,1,14,0,2,1,,1.300,9.4,0.0,2.2,6.3,2.80
2,osborn002don,1990,21,-0.5,Savannah,SALL,A,STL,2,2,.500,2.61,4.35,6,6,0,1,0,0,41.1,40,20,12,2,7,0,28,3,3,2,,1.137,8.7,0.4,1.5,6.1,4.00
3,osborn002don,1991,22,-2.2,Arkansas,TL,AA,STL,8,12,.400,3.63,4.45,26,26,0,3,0,0,166.0,178,82,67,6,43,3,130,4,4,4,696,1.331,9.7,0.3,2.3,7.0,3.02
4,osborn002don,1992,23,-5.3,STL,NL,MLB,STL,11,9,.550,3.77,4.58,34,29,2,0,0,0,179.0,193,91,75,14,38,2,104,2,0,6,754,1.291,9.7,0.7,1.9,5.2,2.74
5,osborn002don,1993,24,-4.2,STL,NL,MLB,STL,10,7,.588,3.76,4.22,26,26,0,1,0,0,155.2,153,73,65,18,47,4,83,7,0,4,657,1.285,8.8,1.0,2.7,4.8,1.77
6,osborn002don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,osborn002don,1995,26,0.8,2 Teams,2 Lgs,AA-AAA,STL,0,2,.000,3.00,3.50,3,3,0,0,0,0,18.0,20,7,6,0,2,0,9,1,0,0,76,1.222,10.0,0.0,1.0,4.5,4.50
8,osborn002don,1995,26,2.2,Arkansas,TL,AA,STL,0,1,.000,2.45,3.27,2,2,0,0,0,0,11.0,12,4,3,0,2,0,6,1,0,0,46,1.273,9.8,0.0,1.6,4.9,3.00
9,osborn002don,1995,26,-1.2,Louisville,AA,AAA,STL,0,1,.000,3.86,3.86,1,1,0,0,0,0,7.0,8,3,3,0,0,0,3,0,0,0,30,1.143,10.3,0.0,0.0,3.9,
10,osborn002don,1995,26,-1.9,STL,NL,MLB,STL,4,6,.400,3.81,4.61,19,19,0,0,0,0,113.1,112,58,48,17,34,2,82,2,0,0,477,1.288,8.9,1.4,2.7,6.5,2.41
11,osborn002don,1996,27,2.2,2 Teams,2 Lgs,AAA-A+,STL,2,0,1.000,1.38,1.38,2,2,0,0,0,0,13.0,8,2,2,1,2,0,5,0,0,0,43,0.769,5.5,0.7,1.4,3.5,2.50
12,osborn002don,1996,27,4.3,St. Petersburg,FLOR,A+,STL,1,0,1.000,0.00,0.00,1,1,0,0,0,0,6.0,2,0,0,0,0,0,2,0,0,0,19,0.333,3.0,0.0,0.0,3.0,
13,osborn002don,1996,27,0.4,Louisville,AA,AAA,STL,1,0,1.000,2.57,2.57,1,1,0,0,0,0,7.0,6,2,2,1,2,0,3,0,0,0,24,1.143,7.7,1.3,2.6,3.9,1.50
14,osborn002don,1996,27,-1.4,STL,NL,MLB,STL,13,9,.591,3.53,3.94,30,30,0,2,1,0,198.2,191,87,78,22,57,5,134,1,1,6,822,1.248,8.7,1.0,2.6,6.1,2.35
15,osborn002don,1997,28,1.4,Louisville,AA,AAA,STL,0,1,.000,4.72,4.72,3,3,0,0,0,0,13.1,13,7,7,2,5,1,13,0,0,1,58,1.350,8.8,1.4,3.4,8.8,2.60
16,osborn002don,1997,28,-0.1,STL,NL,MLB,STL,3,7,.300,4.93,5.15,14,14,0,0,0,0,80.1,84,46,44,10,23,2,51,1,0,1,337,1.332,9.4,1.1,2.6,5.7,2.22
17,osborn002don,1998,29,4.1,2 Teams,2 Lgs,AA-AAA,STL,2,0,1.000,4.63,5.01,6,6,0,0,0,0,23.1,21,13,12,4,3,0,27,0,0,0,95,1.029,8.1,1.5,1.2,10.4,9.00
18,osborn002don,1998,29,4.6,Arkansas,TL,AA,STL,2,0,1.000,4.26,4.26,5,5,0,0,0,0,19.0,16,9,9,2,3,0,21,0,0,0,76,1.000,7.6,0.9,1.4,9.9,7.00
19,osborn002don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,osborn002don,1998,29,2.3,Memphis,PCL,AAA,STL,0,0,,6.23,8.31,1,1,0,0,0,0,4.1,5,4,3,2,0,0,6,0,0,0,19,1.154,10.4,4.2,0.0,12.5,
21,osborn002don,1998,29,0.7,STL,NL,MLB,STL,5,4,.556,4.09,4.52,14,14,0,1,1,0,83.2,84,42,38,11,22,2,60,1,0,1,358,1.267,9.0,1.2,2.4,6.5,2.73
22,osborn002don,1999,30,1.6,STL,NL,MLB,STL,1,3,.250,5.52,5.52,6,6,0,0,0,0,29.1,34,18,18,4,10,0,21,2,0,1,130,1.500,10.4,1.2,3.1,6.4,2.10
23,osborn002don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,osborn002don,2002,33,4.2,CHC,NL,MLB,CHC,0,1,.000,6.19,6.19,11,0,1,0,0,0,16.0,19,11,11,1,10,2,13,0,0,0,77,1.812,10.7,0.6,5.6,7.3,1.30
25,osborn002don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,osborn002don,2004,35,7.6,Portland,PCL,AAA,SDP,2,2,.500,8.56,9.22,7,2,2,0,0,0,13.2,26,14,13,4,5,0,12,1,0,1,71,2.268,17.1,2.6,3.3,7.9,2.40
27,osborn002don,2004,35,6.0,NYY,AL,MLB,NYY,2,0,1.000,7.13,8.15,9,2,2,0,0,0,17.2,25,16,14,3,5,0,10,2,0,0,79,1.698,12.7,1.5,2.5,5.1,2.00
28,osborn002don,2005,36,7.1,Long Island,ATLL,Ind,,2,4,.333,1.99,2.27,10,10,0,4,2,0,63.1,65,16,14,2,12,0,49,1,0,1,253,1.216,9.2,0.3,1.7,7.0,4.08
29,osborn002don,2005,36,8.6,Albuquerque,PCL,AAA,FLA,5,3,.625,4.87,5.42,14,14,0,0,0,0,81.1,91,49,44,12,27,1,53,6,0,0,357,1.451,10.1,1.3,3.0,5.9,1.96
30,osborn002don,2006,37,8.0,Bridgeport,ATLL,Ind,,2,1,.667,2.64,3.21,7,7,0,1,0,0,47.2,36,17,14,5,8,0,39,2,0,1,187,0.923,6.8,0.9,1.5,7.4,4.88
31,osborn002don,2006,37,10.1,Omaha,PCL,AAA,KCR,0,6,.000,6.66,7.69,17,4,3,0,0,0,52.2,86,45,39,9,14,1,30,1,0,2,252,1.899,14.7,1.5,2.4,5.1,2.14
32,osborn002don,2007,38,9.3,Long Island,ATLL,Ind,,6,5,.545,5.43,5.69,17,17,0,0,0,0,104.1,128,66,63,10,22,0,49,0,0,2,459,1.438,11.0,0.9,1.9,4.2,2.23
33,osborn002don,2008,39,10.1,Long Island,ATLL,Ind,,0,4,.000,8.14,8.57,5,5,0,0,0,0,21.0,37,20,19,3,4,0,13,1,0,0,100,1.952,15.9,1.3,1.7,5.6,3.25
0,vanpop001tod,1990,18,,2 Teams,2 Lgs,A--A,OAK,3,2,.600,2.15,3.82,8,8,0,0,0,0,37.2,18,16,9,1,19,0,49,3,0,0,,0.982,4.3,0.2,4.5,11.7,2.58
1,vanpop001tod,1990,18,-3.0,Southern Oregon,NORW,A-,OAK,1,1,.500,1.12,1.88,5,5,0,0,0,0,24.0,10,5,3,1,9,0,32,2,0,0,,0.792,3.8,0.4,3.4,12.0,3.56
2,vanpop001tod,1990,18,-3.7,Madison,MIDW,A,OAK,2,1,.667,3.95,7.24,3,3,0,0,0,0,13.2,8,11,6,0,10,0,17,1,0,0,,1.317,5.3,0.0,6.6,11.2,1.70
3,vanpop001tod,1991,19,-4.8,Huntsville,SOUL,AA,OAK,6,13,.316,3.47,4.69,24,24,0,1,1,0,132.1,118,69,51,2,90,0,115,6,1,12,607,1.572,8.0,0.1,6.1,7.8,1.28
4,vanpop001tod,1991,19,-9.5,OAK,AL,MLB,OAK,0,0,,9.64,9.64,1,1,0,0,0,0,4.2,7,5,5,1,2,0,6,0,0,0,21,1.929,13.5,1.9,3.9,11.6,3.00
5,vanpop001tod,1992,20,-6.3,Tacoma,PCL,AAA,OAK,4,2,.667,3.97,4.37,9,9,0,0,0,0,45.1,44,22,20,1,35,0,29,1,1,1,202,1.743,8.7,0.2,6.9,5.8,0.83
6,vanpop001tod,1993,21,-5.0,Tacoma,PCL,AAA,OAK,4,8,.333,5.83,6.06,16,16,0,0,0,0,78.2,67,53,51,5,54,0,71,4,0,2,355,1.538,7.7,0.6,6.2,8.1,1.31
7,vanpop001tod,1993,21,-7.7,OAK,AL,MLB,OAK,6,6,.500,5.04,5.36,16,16,0,0,0,0,84.0,76,50,47,10,62,0,47,2,0,3,380,1.643,8.1,1.1,6.6,5.0,0.76
8,vanpop001tod,1994,22,-7.1,OAK,AL,MLB,OAK,7,10,.412,6.09,6.17,23,23,0,0,0,0,116.2,108,80,79,20,89,2,83,3,1,3,532,1.689,8.3,1.5,6.9,6.4,0.93
9,vanpop001tod,1995,23,-5.8,OAK,AL,MLB,OAK,4,8,.333,4.88,5.01,36,14,10,1,0,0,138.1,125,77,75,16,56,1,122,4,0,4,582,1.308,8.1,1.0,3.6,7.9,2.18
10,vanpop001tod,1996,24,-4.3,2 Teams,AL,MLB,OAK-DET,3,9,.250,9.06,9.69,37,15,8,1,1,1,99.1,139,107,100,24,62,3,53,3,0,7,491,2.023,12.6,2.2,5.6,4.8,0.85
11,vanpop001tod,1996,24,-4.3,OAK,AL,MLB,OAK,1,5,.167,7.71,8.00,28,6,8,0,0,1,63.0,86,56,54,13,33,3,37,2,0,4,301,1.889,12.3,1.9,4.7,5.3,1.12
12,vanpop001tod,1996,24,-4.3,DET,AL,MLB,DET,2,4,.333,11.39,12.63,9,9,0,1,1,0,36.1,53,51,46,11,29,0,16,1,0,3,190,2.257,13.1,2.7,7.2,4.0,0.55
13,vanpop001tod,1997,25,0.5,3 Teams,3 Lgs,AA-AAA-A+,KCR-TEX,4,12,.250,5.70,6.40,24,19,1,2,0,0,115.1,139,82,73,15,49,0,86,5,1,6,537,1.630,10.8,1.2,3.8,6.7,1.76
14,vanpop001tod,1997,25,2.5,Port Charlotte,FLOR,A+,TEX,0,4,.000,4.04,4.79,6,6,0,2,0,0,35.2,36,19,16,3,10,0,33,1,0,2,152,1.290,9.1,0.8,2.5,8.3,3.30
15,vanpop001tod,1997,25,0.9,Tulsa,TL,AA,TEX,3,3,.500,5.06,5.70,7,7,0,0,0,0,42.2,53,27,24,2,15,0,26,1,1,2,197,1.594,11.2,0.4,3.2,5.5,1.73
16,vanpop001tod,1997,25,-1.6,Omaha,AA,AAA,KCR,1,5,.167,8.03,8.76,11,6,1,0,0,0,37.0,50,36,33,10,24,0,27,3,0,2,188,2.000,12.2,2.4,5.8,6.6,1.13
17,vanpop001tod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,vanpop001tod,1998,26,-0.6,2 Teams,2 Lgs,AAA-AA,TEX,5,5,.500,3.76,4.55,16,14,0,2,0,0,91.0,90,46,38,12,29,0,71,1,1,3,387,1.308,8.9,1.2,2.9,7.0,2.45
19,vanpop001tod,1998,26,-2.6,2 Teams,2 Lgs,MLB,PIT-TEX,2,4,.333,6.38,7.06,22,11,3,0,0,0,66.1,79,52,47,9,28,3,42,1,3,7,303,1.613,10.7,1.2,3.8,5.7,1.50
20,vanpop001tod,1998,26,1.6,Tulsa,TL,AA,TEX,0,0,,4.50,4.50,1,1,0,0,0,0,4.0,2,2,2,1,4,0,2,0,0,0,17,1.500,4.5,2.2,9.0,4.5,0.50
21,vanpop001tod,1998,26,-0.7,Oklahoma,PCL,AAA,TEX,5,5,.500,3.72,4.55,15,13,0,2,0,0,87.0,88,44,36,11,25,0,69,1,1,3,370,1.299,9.1,1.1,2.6,7.1,2.76
22,vanpop001tod,1998,26,-3.3,TEX,AL,MLB,TEX,1,2,.333,8.84,9.31,4,4,0,0,0,0,19.1,26,20,19,5,10,0,10,1,0,2,95,1.862,12.1,2.3,4.7,4.7,1.00
23,vanpop001tod,1998,26,-2.3,PIT,NL,MLB,PIT,1,2,.333,5.36,6.13,18,7,3,0,0,0,47.0,53,32,28,4,18,3,32,0,3,5,208,1.511,10.1,0.8,3.4,6.1,1.78
24,vanpop001tod,1999,27,0.2,Nashville,PCL,AAA,PIT,10,6,.625,4.95,5.22,27,27,0,2,0,0,163.2,173,95,90,23,62,1,157,5,1,5,716,1.436,9.5,1.3,3.4,8.6,2.53
25,vanpop001tod,2000,28,0.9,Iowa,PCL,AAA,CHC,3,4,.429,3.10,3.98,10,6,2,0,0,0,40.2,37,18,14,2,10,0,52,5,0,6,172,1.156,8.2,0.4,2.2,11.5,5.20
26,vanpop001tod,2000,28,-0.7,CHC,NL,MLB,CHC,4,5,.444,3.75,3.96,51,2,13,0,0,2,86.1,80,38,36,10,48,2,77,2,0,4,378,1.483,8.3,1.0,5.0,8.0,1.60
27,vanpop001tod,2001,29,0.1,CHC,NL,MLB,CHC,4,1,.800,2.52,2.64,59,0,18,0,0,0,75.0,63,22,21,9,38,4,90,0,1,5,324,1.347,7.6,1.1,4.6,10.8,2.37
28,vanpop001tod,2002,30,1.3,TEX,AL,MLB,TEX,3,2,.600,5.45,5.45,50,0,19,0,0,1,72.2,80,44,44,14,29,1,85,3,0,8,325,1.500,9.9,1.7,3.6,10.5,2.93
29,vanpop001tod,2003,31,4.6,2 Teams,2 Lgs,AAA-AA,CIN-TEX,4,3,.571,3.00,3.57,22,7,6,0,0,1,63.0,57,25,21,4,13,1,52,1,0,4,251,1.111,8.1,0.6,1.9,7.4,4.00
30,vanpop001tod,2003,31,2.3,2 Teams,2 Lgs,MLB,CIN-TEX,3,1,.750,5.59,5.96,16,5,1,0,0,0,48.1,51,32,30,8,15,2,34,1,1,0,211,1.366,9.5,1.5,2.8,6.3,2.27
31,vanpop001tod,2003,31,6.8,Frisco,TL,AA,TEX,0,0,,2.00,2.00,2,2,0,0,0,0,9.0,8,2,2,0,2,0,7,1,0,0,37,1.111,8.0,0.0,2.0,7.0,3.50
32,vanpop001tod,2003,31,4.2,Louisville,IL,AAA,CIN,4,3,.571,3.17,3.83,20,5,6,0,0,1,54.0,49,23,19,4,11,1,45,0,0,4,214,1.111,8.2,0.7,1.8,7.5,4.09
33,vanpop001tod,2003,31,2.4,TEX,AL,MLB,TEX,1,0,1.000,8.53,9.95,7,1,0,0,0,0,12.2,20,14,12,1,9,2,9,0,0,0,67,2.289,14.2,0.7,6.4,6.4,1.00
34,vanpop001tod,2003,31,2.2,CIN,NL,MLB,CIN,2,1,.667,4.54,4.54,9,4,1,0,0,0,35.2,31,18,18,7,6,0,25,1,1,0,144,1.037,7.8,1.8,1.5,6.3,4.17
35,vanpop001tod,2004,32,2.8,CIN,NL,MLB,CIN,4,6,.400,6.09,6.24,48,11,12,0,0,0,115.1,136,80,78,22,32,3,72,3,1,6,502,1.457,10.6,1.7,2.5,5.6,2.25
0,smith-015dan,1990,21,,2 Teams,2 Lgs,AA-Rk,TEX,5,2,.714,3.71,3.71,12,12,0,0,0,0,63.0,50,26,26,5,22,0,59,2,2,3,,1.143,7.1,0.7,3.1,8.4,2.68
1,smith-015dan,1990,21,-0.2,Butte,PION,Rk,TEX,2,0,1.000,3.65,3.65,5,5,0,0,0,0,24.2,23,10,10,3,6,0,27,2,1,3,,1.176,8.4,1.1,2.2,9.9,4.50
2,smith-015dan,1990,21,-2.8,Tulsa,TL,AA,TEX,3,2,.600,3.76,3.76,7,7,0,0,0,0,38.1,27,16,16,2,16,0,32,0,1,0,,1.122,6.3,0.5,3.8,7.5,2.00
3,smith-015dan,1991,22,-4.8,Oklahoma City,AA,AAA,TEX,4,17,.190,5.52,6.76,28,27,1,3,0,0,151.2,195,114,93,10,75,1,85,4,5,5,713,1.780,11.6,0.6,4.5,5.0,1.13
4,smith-015dan,1992,23,-1.3,Tulsa,TL,AA,TEX,11,7,.611,2.52,2.95,24,23,0,4,3,0,146.1,110,48,41,4,34,0,122,6,3,3,571,0.984,6.8,0.2,2.1,7.5,3.59
5,smith-015dan,1992,23,-5.9,TEX,AL,MLB,TEX,0,3,.000,5.02,5.02,4,2,1,0,0,0,14.1,18,8,8,1,8,1,5,0,0,0,67,1.814,11.3,0.6,5.0,3.1,0.63
6,smith-015dan,1993,24,-1.5,2 Teams,2 Lgs,AAA-A+,TEX,2,2,.500,3.22,4.43,4,4,0,0,0,0,22.1,19,11,8,2,5,0,17,1,0,1,90,1.075,7.7,0.8,2.0,6.9,3.40
7,smith-015dan,1993,24,1.2,Port Charlotte,FLOR,A+,TEX,1,0,1.000,0.00,0.00,1,1,0,0,0,0,7.0,3,0,0,0,0,0,5,0,0,1,24,0.429,3.9,0.0,0.0,6.4,
8,smith-015dan,1993,24,-2.6,Oklahoma City,AA,AAA,TEX,1,2,.333,4.70,6.46,3,3,0,0,0,0,15.1,16,11,8,2,5,0,12,1,0,0,66,1.370,9.4,1.2,2.9,7.0,2.40
9,smith-015dan,1994,25,-1.1,2 Teams,2 Lgs,AAA-A+,TEX,2,1,.667,2.48,2.79,12,2,3,0,0,2,29.0,29,9,8,2,11,0,18,2,0,0,123,1.379,9.0,0.6,3.4,5.6,1.64
10,smith-015dan,1994,25,2.5,Port Charlotte,FLOR,A+,TEX,0,0,,0.00,0.00,2,0,0,0,0,0,3.2,2,0,0,0,2,0,3,0,0,0,13,1.091,4.9,0.0,4.9,7.4,1.50
11,smith-015dan,1994,25,-1.4,Oklahoma City,AA,AAA,TEX,2,1,.667,2.84,3.20,10,2,3,0,0,2,25.1,27,9,8,2,9,0,15,2,0,0,110,1.421,9.6,0.7,3.2,5.3,1.67
12,smith-015dan,1994,25,-4.1,TEX,AL,MLB,TEX,1,2,.333,4.30,6.75,13,0,2,0,0,0,14.2,18,11,7,2,12,0,9,0,0,2,76,2.045,11.0,1.2,7.4,5.5,0.75
13,smith-015dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,smith-015dan,1996,27,2.9,3 Teams,3 Lgs,AA-A+-AAA,TEX,2,6,.250,4.69,5.40,19,19,0,0,0,0,88.1,101,53,46,11,36,0,57,2,1,2,397,1.551,10.3,1.1,3.7,5.8,1.58
15,smith-015dan,1996,27,4.3,Port Charlotte,FLOR,A+,TEX,0,1,.000,2.74,2.74,5,5,0,0,0,0,23.0,21,7,7,1,8,0,16,0,1,1,92,1.261,8.2,0.4,3.1,6.3,2.00
16,smith-015dan,1996,27,3.1,Tulsa,TL,AA,TEX,2,3,.400,4.29,4.83,9,9,0,0,0,0,50.1,53,27,24,6,21,0,29,1,0,0,227,1.470,9.5,1.1,3.8,5.2,1.38
17,smith-015dan,1996,27,0.4,Oklahoma City,AA,AAA,TEX,0,2,.000,9.00,11.40,5,5,0,0,0,0,15.0,27,19,15,4,7,0,12,1,0,1,78,2.267,16.2,2.4,4.2,7.2,1.71
18,smith-015dan,1997,28,1.8,2 Teams,2 Lgs,AAA-AA,TEX,4,15,.211,5.26,6.00,28,28,0,3,1,0,159.0,179,106,93,14,57,0,94,5,1,4,702,1.484,10.1,0.8,3.2,5.3,1.65
19,smith-015dan,1997,28,3.9,Tulsa,TL,AA,TEX,1,1,.500,3.64,5.46,5,5,0,0,0,0,29.2,25,18,12,3,15,0,27,0,0,1,128,1.348,7.6,0.9,4.6,8.2,1.80
20,smith-015dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,smith-015dan,1997,28,1.4,Oklahoma City,AA,AAA,TEX,3,14,.176,5.64,6.12,23,23,0,3,1,0,129.1,154,88,81,11,42,0,67,5,1,3,574,1.515,10.7,0.8,2.9,4.7,1.60
22,smith-015dan,1998,29,3.8,St. Paul,NORL,Ind,,8,9,.471,4.58,5.14,19,18,0,3,0,0,112.0,119,64,57,9,55,1,107,9,2,1,488,1.554,9.6,0.7,4.4,8.6,1.95
23,smith-015dan,1999,30,5.8,West Tenn,SOUL,AA,CHC,5,3,.625,4.22,4.58,56,0,21,0,0,2,74.2,70,38,35,9,31,0,78,1,0,2,321,1.353,8.4,1.1,3.7,9.4,2.52
24,smith-015dan,2000,31,4.5,2 Teams,2 Lgs,AAA-AA,ATL,8,6,.571,3.46,3.81,55,1,23,0,0,0,78.0,85,33,30,2,27,3,59,0,1,3,335,1.436,9.8,0.2,3.1,6.8,2.19
25,smith-015dan,2000,31,7.2,Greenville,SOUL,AA,ATL,0,0,,5.40,5.40,2,0,1,0,0,0,1.2,2,1,1,0,3,0,1,0,0,0,10,3.000,10.8,0.0,16.2,5.4,0.33
26,smith-015dan,2000,31,4.4,Richmond,IL,AAA,ATL,8,6,.571,3.42,3.77,53,1,22,0,0,0,76.1,83,32,29,2,24,3,58,0,1,3,325,1.402,9.8,0.2,2.8,6.8,2.42
27,smith-015dan,2001,32,6.4,St. Paul,NORL,Ind,,2,5,.286,5.01,6.36,10,10,0,1,0,0,46.2,58,33,26,5,5,0,50,1,1,3,211,1.350,11.2,1.0,1.0,9.6,10.00
